product_id,product_name,product_category,subcategory,gender,size,color,price,discount_applied,units_sold,sales_date,store_location,channel,season,inventory_level,restock_indicator,revenue,discounted_price
UQ00065,AIRism T-Shirt,Tops,Blouses,Unisex,L,White,43.17,0.0,6,2024-07-23,"Chicago, IL",Online,Winter,23,No,259.02,43.17
UQ00066,Leggings Pants,Bottoms,Skirts,Unisex,XL,White,75.74,7.57,2,2025-05-29,"Houston, TX",Online,Spring,69,No,151.48,-497.61179999999996
UQ00067,BlockTech Parka,Outerwear,Parkas,Women,S,Blue,65.74,0.0,16,2024-10-30,"San Francisco, CA",Online,Winter,15,Yes,1051.84,65.74
UQ00068,AIRism T-Shirt,Tops,Blouses,Men,M,Navy,126.84,12.68,6,2024-07-05,"Chicago, IL",In-Store,Fall,79,No,761.04,-1481.4912
UQ00069,Ultra Stretch Jeans,Bottoms,Skirts,Men,XS,Beige,15.61,4.68,20,2025-01-05,"San Francisco, CA",Online,Winter,58,No,312.2,-57.444799999999994
UQ00070,Leggings Pants,Bottoms,Skirts,Women,XXL,White,40.73,0.0,3,2024-09-26,"Chicago, IL",In-Store,Spring,18,Yes,122.19,40.73
UQ00071,Mini Shoulder Bag,Accessories,Hats,Men,XS,Beige,58.71,0.0,7,2025-04-23,"Los Angeles, CA",Online,Summer,51,No,410.97,58.71
UQ00072,Ultra Light Down Jacket,Outerwear,Jackets,Men,XL,Beige,141.57,28.31,8,2025-02-04,"Houston, TX",In-Store,Fall,38,No,1132.56,-3866.2766999999994
UQ00073,BlockTech Parka,Outerwear,Jackets,Unisex,XL,Beige,141.04,14.1,1,2025-01-31,"San Francisco, CA",Online,Spring,10,Yes,141.04,-1847.6239999999998
UQ00074,UV Cut Hat,Accessories,Bags,Unisex,XL,Black,57.65,11.53,18,2025-05-14,"New York, NY",In-Store,Fall,22,No,1037.7,-607.0545
UQ00075,Ultra Stretch Jeans,Bottoms,Skirts,Men,M,Red,85.7,25.71,10,2025-05-05,"New York, NY",In-Store,Fall,98,No,857.0,-2117.647
UQ00076,Cotton Long Sleeve,Tops,T-Shirts,Women,L,Red,41.9,12.57,16,2024-10-23,"San Francisco, CA",In-Store,Summer,89,No,670.4,-484.783
UQ00077,Hooded Coat,Outerwear,Jackets,Unisex,XL,Beige,147.4,29.48,20,2025-01-15,"Chicago, IL",In-Store,Spring,59,No,2948.0,-4197.952
UQ00078,UV Cut Hat,Accessories,Hats,Women,M,Gray,46.42,0.0,1,2024-08-18,"Los Angeles, CA",Online,Summer,47,No,46.42,46.42
UQ00079,Hooded Coat,Outerwear,Parkas,Women,L,Gray,145.06,14.51,5,2025-03-05,"Houston, TX",In-Store,Summer,36,No,725.3,-1959.7606
UQ00080,Chino Shorts,Bottoms,Jeans,Men,XS,White,133.47,0.0,9,2024-07-02,"Houston, TX",Online,Winter,98,No,1201.23,133.47
UQ00081,Leggings Pants,Bottoms,Skirts,Men,XXL,Navy,107.95,21.59,16,2024-06-22,"Chicago, IL",In-Store,Winter,2,Yes,1727.2,-2222.6905
UQ00082,Hooded Coat,Outerwear,Coats,Unisex,S,White,129.79,25.96,1,2025-02-16,"Los Angeles, CA",In-Store,Spring,23,No,129.79,-3239.5584
UQ00083,HeatTech Scarf,Accessories,Hats,Men,XL,Blue,129.03,38.71,17,2024-09-01,"New York, NY",Online,Spring,71,No,2193.51,-4865.7213
UQ00084,Leggings Pants,Bottoms,Jeans,Men,XS,White,119.85,11.98,8,2025-04-01,"Los Angeles, CA",In-Store,Spring,83,No,958.8,-1315.953
UQ00085,AIRism T-Shirt,Tops,Blouses,Men,L,Black,91.2,9.12,16,2024-09-25,"Los Angeles, CA",Online,Winter,88,No,1459.2,-740.544
UQ00086,Leggings Pants,Bottoms,Shorts,Men,S,White,102.79,0.0,18,2024-07-05,"Los Angeles, CA",Online,Winter,81,No,1850.22,102.79
UQ00087,Hooded Coat,Outerwear,Parkas,Unisex,XL,Black,77.89,23.37,3,2025-05-03,"New York, NY",Online,Summer,79,No,233.67000000000002,-1742.3993
UQ00088,BlockTech Parka,Outerwear,Jackets,Women,XS,Gray,149.12,14.91,4,2024-09-03,"Los Angeles, CA",In-Store,Spring,32,No,596.48,-2074.2592
UQ00089,Ultra Light Down Jacket,Outerwear,Coats,Men,S,Blue,12.43,3.73,14,2025-05-07,"Houston, TX",Online,Winter,20,No,174.01999999999998,-33.9339
UQ00090,Chino Shorts,Bottoms,Shorts,Unisex,XL,Beige,34.94,10.48,8,2024-07-14,"New York, NY",Online,Winter,6,Yes,279.52,-331.2312
UQ00091,Ultra Light Down Jacket,Outerwear,Jackets,Women,M,Red,110.83,0.0,1,2024-10-30,"San Francisco, CA",In-Store,Spring,47,No,110.83,110.83
UQ00092,Hooded Coat,Outerwear,Parkas,Women,XXL,White,23.01,6.9,19,2024-09-20,"New York, NY",In-Store,Fall,85,No,437.19000000000005,-135.75900000000001
UQ00093,Hooded Coat,Outerwear,Coats,Unisex,XL,Beige,47.03,14.11,14,2024-11-28,"New York, NY",In-Store,Fall,29,No,658.4200000000001,-616.5633
UQ00094,Linen Shirt,Tops,Blouses,Unisex,XL,Gray,146.12,43.84,13,2025-02-06,"Chicago, IL",Online,Winter,50,No,1899.56,-6259.7808
UQ00095,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,XS,White,134.79,13.48,2,2025-04-24,"Chicago, IL",Online,Summer,20,No,269.58,-1682.1792
UQ00096,BlockTech Parka,Outerwear,Coats,Women,L,Beige,80.27,8.03,15,2024-10-24,"Los Angeles, CA",In-Store,Winter,63,No,1204.05,-564.2981
UQ00097,Linen Shirt,Tops,T-Shirts,Men,XXL,Beige,130.88,13.09,16,2024-08-07,"Los Angeles, CA",In-Store,Winter,18,Yes,2094.08,-1582.3392
UQ00098,HeatTech Scarf,Accessories,Bags,Men,M,Blue,89.98,26.99,17,2024-10-26,"New York, NY",Online,Fall,16,Yes,1529.66,-2338.5802
UQ00099,Linen Shirt,Tops,T-Shirts,Men,L,Black,149.14,44.74,14,2024-10-20,"San Francisco, CA",Online,Summer,5,Yes,2087.96,-6523.3836
UQ00100,Leggings Pants,Bottoms,Jeans,Women,XL,Beige,61.72,0.0,9,2024-08-25,"San Francisco, CA",Online,Spring,36,No,555.48,61.72
UQ00101,BlockTech Parka,Outerwear,Parkas,Women,S,White,139.86,0.0,17,2025-02-20,"San Francisco, CA",In-Store,Spring,45,No,2377.6200000000003,139.86
UQ00102,Linen Shirt,Tops,T-Shirts,Women,XXL,White,145.23,0.0,3,2024-09-16,"Los Angeles, CA",Online,Winter,59,No,435.68999999999994,145.23
UQ00103,Ultra Stretch Jeans,Bottoms,Jeans,Men,L,Beige,129.32,12.93,1,2025-03-04,"Chicago, IL",Online,Fall,66,No,129.32,-1542.7875999999999
UQ00104,HeatTech Scarf,Accessories,Hats,Men,XL,Blue,33.63,3.36,10,2025-06-03,"New York, NY",Online,Fall,94,No,336.3,-79.3668
UQ00105,HeatTech Scarf,Accessories,Hats,Men,M,Navy,128.09,12.81,3,2025-02-25,"San Francisco, CA",In-Store,Spring,45,No,384.27,-1512.7429000000002
UQ00106,Chino Shorts,Bottoms,Skirts,Women,M,Black,23.5,4.7,15,2025-02-11,"San Francisco, CA",In-Store,Fall,85,No,352.5,-86.95
UQ00107,HeatTech Scarf,Accessories,Scarves,Women,M,Gray,60.11,6.01,10,2024-07-02,"Los Angeles, CA",Online,Spring,1,Yes,601.1,-301.1511
UQ00108,BlockTech Parka,Outerwear,Coats,Unisex,XS,Gray,55.06,16.52,8,2025-01-27,"New York, NY",In-Store,Winter,32,No,440.48,-854.5312
UQ00109,Ultra Stretch Jeans,Bottoms,Shorts,Women,XS,Beige,29.03,8.71,16,2025-02-06,"San Francisco, CA",Online,Summer,38,No,464.48,-223.82130000000004
UQ00110,Chino Shorts,Bottoms,Skirts,Women,L,Black,51.0,5.1,3,2024-08-10,"Houston, TX",Online,Spring,49,No,153.0,-209.1
UQ00111,UV Cut Hat,Accessories,Hats,Men,L,Gray,131.29,13.13,13,2024-12-29,"Houston, TX",Online,Spring,59,No,1706.77,-1592.5477
UQ00112,Ultra Light Down Jacket,Outerwear,Coats,Men,M,White,81.49,8.15,4,2025-03-15,"Houston, TX",Online,Summer,44,No,325.96,-582.6535
UQ00113,HeatTech Scarf,Accessories,Scarves,Unisex,S,White,37.1,3.71,8,2024-09-08,"New York, NY",In-Store,Spring,15,Yes,296.8,-100.541
UQ00114,Leggings Pants,Bottoms,Shorts,Unisex,L,White,17.01,3.4,19,2024-08-07,"Chicago, IL",Online,Spring,86,No,323.19000000000005,-40.824000000000005
UQ00115,Leggings Pants,Bottoms,Skirts,Women,L,Gray,13.77,2.75,2,2024-12-01,"New York, NY",In-Store,Fall,65,No,27.54,-24.0975
UQ00116,Leggings Pants,Bottoms,Shorts,Men,M,Navy,71.29,0.0,19,2024-10-30,"Houston, TX",In-Store,Fall,24,No,1354.5100000000002,71.29
UQ00117,Mini Shoulder Bag,Accessories,Bags,Men,XXL,White,31.61,9.48,17,2024-09-17,"Chicago, IL",In-Store,Fall,51,No,537.37,-268.0528
UQ00118,Mini Shoulder Bag,Accessories,Scarves,Men,S,Red,15.34,0.0,15,2025-05-30,"Chicago, IL",Online,Summer,53,No,230.1,15.34
UQ00119,UV Cut Hat,Accessories,Hats,Women,S,Gray,85.09,17.02,5,2025-02-08,"Los Angeles, CA",In-Store,Summer,96,No,425.45000000000005,-1363.1418
UQ00120,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,L,Beige,125.8,25.16,12,2025-02-27,"Chicago, IL",Online,Spring,4,Yes,1509.6,-3039.328
UQ00121,AIRism T-Shirt,Tops,Shirts,Women,L,Black,73.92,14.78,6,2025-01-07,"Houston, TX",Online,Summer,95,No,443.52,-1018.6175999999999
UQ00122,AIRism T-Shirt,Tops,T-Shirts,Men,L,Black,84.29,0.0,15,2024-08-29,"San Francisco, CA",In-Store,Spring,98,No,1264.3500000000001,84.29
UQ00123,Chino Shorts,Bottoms,Skirts,Women,XXL,Beige,99.14,9.91,20,2025-02-25,"Los Angeles, CA",In-Store,Winter,15,Yes,1982.8,-883.3374
UQ00124,Cotton Long Sleeve,Tops,Blouses,Unisex,XL,Red,146.52,14.65,10,2024-10-08,"San Francisco, CA",In-Store,Winter,29,No,1465.2,-1999.9980000000003
UQ00125,Leggings Pants,Bottoms,Shorts,Men,XS,Beige,15.65,3.13,19,2025-04-28,"Houston, TX",In-Store,Fall,91,No,297.35,-33.3345
UQ00126,Leggings Pants,Bottoms,Skirts,Unisex,XS,Blue,114.07,11.41,5,2025-03-30,"San Francisco, CA",Online,Spring,89,No,570.3499999999999,-1187.4687
UQ00127,Hooded Coat,Outerwear,Jackets,Women,XL,Gray,144.67,0.0,9,2025-04-02,"San Francisco, CA",Online,Fall,11,Yes,1302.03,144.67
UQ00128,Cotton Long Sleeve,Tops,T-Shirts,Unisex,M,Gray,67.15,13.43,1,2024-06-26,"Chicago, IL",In-Store,Winter,33,No,67.15,-834.6745000000001
UQ00129,Ultra Light Down Jacket,Outerwear,Jackets,Men,XS,White,43.47,4.35,16,2024-09-01,"Los Angeles, CA",Online,Spring,88,No,695.52,-145.62449999999998
UQ00130,Leggings Pants,Bottoms,Skirts,Men,XL,Gray,102.33,0.0,1,2025-04-20,"Los Angeles, CA",Online,Summer,15,Yes,102.33,102.33
UQ00131,Ultra Stretch Jeans,Bottoms,Jeans,Men,XL,Gray,82.24,16.45,5,2024-06-17,"Houston, TX",In-Store,Summer,21,No,411.2,-1270.608
UQ00132,Chino Shorts,Bottoms,Jeans,Women,XS,Navy,112.11,11.21,3,2025-04-13,"New York, NY",In-Store,Winter,75,No,336.33,-1144.6431
UQ00133,Ultra Light Down Jacket,Outerwear,Coats,Women,M,Blue,89.15,8.92,19,2024-10-05,"Houston, TX",Online,Spring,85,No,1693.8500000000001,-706.068
UQ00134,Ultra Stretch Jeans,Bottoms,Shorts,Women,XS,Gray,11.92,3.58,14,2024-11-07,"Los Angeles, CA",Online,Winter,91,No,166.88,-30.753600000000002
UQ00135,HeatTech Scarf,Accessories,Bags,Men,M,Black,16.34,4.9,17,2024-09-16,"Chicago, IL",Online,Fall,93,No,277.78,-63.726000000000006
UQ00136,Linen Shirt,Tops,Blouses,Women,XS,Navy,129.66,0.0,20,2024-06-30,"New York, NY",In-Store,Fall,68,No,2593.2,129.66
UQ00137,Cotton Long Sleeve,Tops,T-Shirts,Men,M,White,76.28,0.0,16,2024-08-25,"Chicago, IL",Online,Winter,84,No,1220.48,76.28
UQ00138,Leggings Pants,Bottoms,Jeans,Men,M,Red,76.19,15.24,1,2025-05-25,"New York, NY",In-Store,Fall,93,No,76.19,-1084.9456
UQ00139,Chino Shorts,Bottoms,Shorts,Women,XL,Red,100.87,20.17,10,2025-01-11,"Houston, TX",In-Store,Fall,68,No,1008.7,-1933.6779000000004
UQ00140,Ultra Stretch Jeans,Bottoms,Skirts,Unisex,XS,White,134.04,0.0,20,2025-05-11,"Chicago, IL",Online,Fall,94,No,2680.7999999999997,134.04
UQ00141,Chino Shorts,Bottoms,Shorts,Women,S,Red,12.04,0.0,19,2025-03-10,"Houston, TX",In-Store,Spring,57,No,228.76,12.04
UQ00142,AIRism T-Shirt,Tops,T-Shirts,Unisex,L,Beige,80.05,8.01,5,2024-10-05,"Los Angeles, CA",Online,Winter,3,Yes,400.25,-561.1505
UQ00143,Leggings Pants,Bottoms,Skirts,Unisex,M,Beige,96.12,9.61,16,2024-08-26,"Chicago, IL",Online,Winter,1,Yes,1537.92,-827.5932
UQ00144,HeatTech Scarf,Accessories,Scarves,Women,XXL,Beige,13.61,4.08,20,2025-02-14,"Chicago, IL",In-Store,Fall,23,No,272.2,-41.9188
UQ00145,Ultra Stretch Jeans,Bottoms,Jeans,Unisex,XXL,Beige,104.7,31.41,3,2024-12-15,"San Francisco, CA",In-Store,Summer,32,No,314.1,-3183.927
UQ00146,AIRism T-Shirt,Tops,Blouses,Women,XXL,Blue,74.06,7.41,19,2024-11-05,"Los Angeles, CA",In-Store,Winter,42,No,1407.14,-474.7246
UQ00147,Chino Shorts,Bottoms,Shorts,Unisex,M,Blue,141.71,14.17,3,2025-05-14,"San Francisco, CA",Online,Winter,64,No,425.13,-1866.3207
UQ00148,Cotton Long Sleeve,Tops,Shirts,Unisex,M,Red,144.47,0.0,10,2025-05-26,"San Francisco, CA",Online,Spring,42,No,1444.7,144.47
UQ00149,Leggings Pants,Bottoms,Jeans,Men,S,Beige,37.31,0.0,13,2025-02-09,"Chicago, IL",In-Store,Winter,11,Yes,485.03000000000003,37.31
UQ00150,Linen Shirt,Tops,Blouses,Men,L,Red,24.01,7.2,2,2024-11-30,"Chicago, IL",In-Store,Spring,34,No,48.02,-148.86200000000002
UQ00151,Chino Shorts,Bottoms,Skirts,Women,L,Navy,57.02,0.0,8,2024-07-30,"Chicago, IL",Online,Winter,92,No,456.16,57.02
UQ00152,AIRism T-Shirt,Tops,T-Shirts,Men,XL,Blue,128.18,25.64,2,2024-09-15,"San Francisco, CA",In-Store,Winter,6,Yes,256.36,-3158.3552000000004
UQ00153,Chino Shorts,Bottoms,Skirts,Men,M,Gray,26.44,2.64,18,2024-07-29,"Houston, TX",In-Store,Fall,74,No,475.92,-43.3616
UQ00154,Leggings Pants,Bottoms,Jeans,Unisex,M,Navy,132.75,26.55,4,2024-09-08,"Chicago, IL",In-Store,Summer,88,No,531.0,-3391.7625000000003
UQ00155,Hooded Coat,Outerwear,Coats,Women,L,Red,122.39,24.48,4,2025-03-21,"New York, NY",Online,Summer,9,Yes,489.56,-2873.7172
UQ00156,Linen Shirt,Tops,T-Shirts,Women,S,Navy,69.19,13.84,3,2025-01-09,"Chicago, IL",In-Store,Summer,48,No,207.57,-888.3996
UQ00157,Ultra Light Down Jacket,Outerwear,Jackets,Unisex,M,Navy,112.33,0.0,4,2024-12-31,"Houston, TX",Online,Fall,81,No,449.32,112.33
UQ00158,Chino Shorts,Bottoms,Skirts,Unisex,L,Red,44.9,0.0,5,2024-09-15,"Chicago, IL",Online,Spring,11,Yes,224.5,44.9
UQ00159,Cotton Long Sleeve,Tops,Shirts,Men,S,Blue,69.96,0.0,13,2025-03-22,"Houston, TX",In-Store,Fall,22,No,909.4799999999999,69.96
UQ00160,HeatTech Scarf,Accessories,Bags,Unisex,XS,Blue,115.54,34.66,9,2025-01-18,"New York, NY",Online,Fall,29,No,1039.8600000000001,-3889.0764
UQ00161,Chino Shorts,Bottoms,Skirts,Unisex,XXL,Red,136.26,0.0,20,2024-11-18,"San Francisco, CA",In-Store,Fall,88,No,2725.2,136.26
